Target Gene Symbol,n_sgrnas,z_scored_avg_lfc,p_value,FDR
DHX40,7,-1.4609778215218545,0.0672907004115085,0.27441057499849775
DHX57,5,-0.9397399812072286,0.16116453705007988,0.47865056102806136
DHX58,3,0.05572257732315258,0.49357922951431027,0.7683992919809538
DHX8,8,-12.930930954314185,2.1596002637747195e-182,4.853187402294687e-181
DHX9,5,-4.73614895449401,0.0037119366041694765,0.036840287737595796
DIABLO,2,0.8461436499066964,0.8001908471868335,0.915231753345415
DIAPH1,6,-4.3356910254941745,0.004802250977298982,0.04478858285497672
DIAPH2,6,-0.8504686593485112,0.1832433995694599,0.5108677674896905
DIAPH3,6,-0.6735937178421613,0.23077639627780666,0.5729045282135923
DICER1,3,-18.521372460681423,0.0,0.0
DIDO1,9,0.08133355376772171,0.5043245888010622,0.7736342866172278
DIMT1,9,-20.622716565907286,0.0,0.0
DIO1,7,1.6774547380923737,0.9592326166061578,0.9824603990297698
DIO2,2,0.9492460001956285,0.8305827231746605,0.9290214477542336
DIO3,6,-0.5684099539878381,0.26175240272596234,0.6036500652269406
DIP2A,8,1.0408384466088283,0.8551682369457727,0.9398585706116297
DIP2B,4,1.3156393696303477,0.9142249660812227,0.9632632666172829
DIP2C,8,-0.08657280754827723,0.4349381461460761,0.732868640971122
DIPK1A,7,-0.6084337283035663,0.2496949907281804,0.5933399219506371
DIPK1B,8,-1.4970542766592416,0.06336224263425527,0.26423676187794165
DIPK1C,2,0.07736239601261245,0.5026555920556426,0.7727526354942882
DIPK2A,4,0.26253060005972306,0.5809996116032718,0.817172173913067
DIPK2B,4,-0.8145589378320477,0.19248256983041234,0.5239029934173356
DIRAS1,4,1.6739385025601938,0.958931916772424,0.9824183185693875
DIRAS2,8,0.9881613981937933,0.8413123679865755,0.9337637329775744
DIRAS3,6,0.07009891103135854,0.4996055216442593,0.7720828160076597
DIS3,7,-18.72930399230561,0.0,0.0
DIS3L,3,-3.895065798583489,0.0055435564977555085,0.047652876142136036
DIS3L2,5,-0.6879104093920008,0.22673011209501187,0.5682447595836251
DISC1,5,0.19350550716562567,0.5517555693540387,0.8007603507877442
DISP2,7,-0.24344174883963005,0.3733521259180303,0.6939511698458702
DISP3,6,-0.14768697760033317,0.4104864806611298,0.7196402204197506
DKC1,9,-24.917475220934776,0.0,0.0
DKK1,5,0.49675827498323477,0.677208917946051,0.8620814308400073
DKK2,3,-0.10205780548965786,0.42869386166229606,0.7291564056130723
DKK3,5,1.780222953316415,0.9672582830076778,0.9854554187571782
DKK4,6,1.6573205388179237,0.9574842445058451,0.9817724108385029
DKKL1,8,-0.37308207216742006,0.32591388256814047,0.6614639674485311
DLAT,5,0.04939753853042386,0.49093261416336886,0.7669095463060174
DLC1,8,0.666288372478378,0.7406014609975852,0.8900702730789721
DLD,6,-23.605662341076524,0.0,0.0
DLEC1,8,-0.5058328215949773,0.2813244275293007,0.623891120591002
DLEU7,6,-0.04201929057275841,0.4530708676370959,0.7442203093489105
DLG1,7,0.48072252447957414,0.6708869079527937,0.8596660034515557
DLG2,6,0.11038717128442793,0.5165631235381385,0.7802917952676911
DLG3,6,-2.943770914598719,0.010181359219020084,0.07118278443608969
DLG4,5,-2.2713933629929866,0.02154339093929624,0.12409966150781053
DLG5,4,-0.9885813524848421,0.1496580677394434,0.4579502909251861
DLGAP3,3,-4.849294316803801,0.0032698668645161754,0.033114418884909784
DLGAP4,3,0.4726765152541365,0.6676960193361438,0.8578884942151094
DLGAP5,10,-2.4457744903846,0.017382635322566717,0.10595156828675878
DLK1,4,0.552147090981061,0.698638090636084,0.8713568650450346
DLK2,5,0.4043447079185014,0.640134581598331,0.8459024631397798
DLL1,7,0.08453643968400537,0.5056714105312924,0.7744887669641252
DLL3,7,-0.7971688809052226,0.19702952292641426,0.5301961944806731
DLL4,7,-0.940947962913992,0.16087483033656488,0.47816630015168243
DLST,5,-12.531659400841162,1.7556419760668954e-163,3.7962489784896664e-162
DLX1,4,-1.5513738746524897,0.05799161122093989,0.24936392825004153
DLX2,3,-1.550602982793657,0.05806350026273004,0.24960111581614078
DLX3,7,-1.4124192431406373,0.07306974346244387,0.28983768592993336
DLX4,5,0.2353030091243754,0.5694771503952382,0.8104659354652376
DLX5,6,0.897749828111466,0.8157548772051229,0.92165458564766
DLX6,2,-0.1653103882228146,0.40353687971341656,0.7153315502253887
DMAC1,6,-16.853510334596077,0.0,0.0
DMAC2,6,-3.9519979823078275,0.005399621716597291,0.04682432772089831
DMAC2L,6,-0.951972059594045,0.15824268588067947,0.4733788270137407
DMAP1,8,-12.974949094454077,1.5290895234042254e-184,3.4527060925001867e-183
DMBT1,4,0.2718560896527183,0.5849390495560558,0.8185966792330882
DMBX1,5,-0.86198618172086,0.1803228636721046,0.5067671129281404
DMC1,7,0.17994219019641564,0.5460031243793086,0.7970691345532602
DMKN,7,0.7651426474878936,0.7743696895638194,0.9041488612027418
DMP1,6,-0.9010063576460915,0.17058486609026957,0.49297772767697773
DMPK,8,0.02287598371970151,0.47986937883392117,0.7596392930784461
DMRT1,6,-0.22743717760469373,0.3794467427561621,0.69863459030328
DMRT2,8,-1.5257526266081725,0.06044644399946148,0.2560124575673849
DMRT3,8,-0.915040616127264,0.16714266196956296,0.48743272516598796
DMRTA1,3,-0.16209735293905458,0.40480028807004215,0.7157216421555024
DMRTA2,5,-0.1806296426318772,0.397535951697655,0.7112592493736758
DMRTB1,8,0.2382806083177874,0.5707384441741539,0.8107165751569743
DMRTC1,5,-0.3051836427396889,0.35031189584148487,0.6775977113247927
DMRTC1B,4,-2.066550911080603,0.028093758740674622,0.15040439130678243
DMRTC2,7,-4.317030233584119,0.004830625687454158,0.04494219867031648
DMTF1,4,-1.923784627497042,0.03386766464309488,0.1708954572220535
DMTN,6,0.41494374892194896,0.6444599307280143,0.8476793765780883
DMWD,6,0.028622851598375243,0.4822617126972055,0.7617118454709453
DMXL1,4,-6.707011742237135,2.002110474911759e-08,2.5467546789022424e-07
DMXL2,5,-1.4209469249380537,0.07201254399984726,0.28690436563800137
DNA2,7,-15.049503215998504,1.493234259123431e-300,4.2451480586555736e-299
DNAAF1,8,-0.3592690429186106,0.33079315380408714,0.6651130316569386
DNAAF10,7,-3.2590404612489055,0.007834559865238738,0.059228268552707915
DNAAF11,6,-1.2885835860001282,0.09057722932536141,0.3348661100616622
DNAAF2,5,-0.39562227352915763,0.31804710628249755,0.6550097520723104
DNAAF3,4,0.21646051308771092,0.5614909204973371,0.8057825837181262
DNAAF5,9,-1.2346246925491908,0.09951036322064993,0.35664650209155285
DNAAF6,7,0.9256672653810085,0.8238815709006732,0.9255735531686012
DNAAF8,4,-0.49781088183945377,0.28389937828950085,0.6261498498641299
DNAAF9,8,0.48331642305643996,0.6719129511483617,0.8601977129650095
DNAH1,10,-0.4599297724254999,0.29626598124610326,0.6369283372691182
DNAH10,9,-1.1294237857199991,0.11917372243938062,0.39844887681335245
DNAH11,5,0.1556122828247039,0.5356898627466653,0.7913771747588669
DNAH12,9,-1.8814412580868607,0.03582887068091024,0.1774754181352136
DNAH14,7,0.6723264856500569,0.742734008872498,0.8906257241012746
DNAH2,8,-0.39161685230919135,0.31943633628634316,0.655862488587916
DNAH3,6,-0.7447805453731056,0.21101997170151685,0.5503354618119688
DNAH6,7,0.884355149365211,0.811782328698482,0.9197638126285032
DNAH7,8,-0.38516579435603715,0.32168173835649383,0.6580018598040674
DNAH8,8,-1.062730784562448,0.13306869864779808,0.42647501262724685
DNAH9,5,-0.7439856083091035,0.21123572618072484,0.550405902555857
DNAI1,6,-1.1815576883325254,0.10906725677652859,0.37777295526064775
DNAI2,8,1.3873826814080374,0.9258698364038878,0.9688358171609607
DNAI3,7,0.4762579065804432,0.6691178517895416,0.8585940591594746
DNAI4,10,0.5006433367012483,0.6787329009962395,0.8626253664898733
DNAI7,10,0.3028977333716111,0.5980162222972005,0.8273576956283962
DNAJA1,6,0.2859677997372299,0.5908915497697251,0.8221742618334433
DNAJA2,6,-1.9671737134298173,0.031987600262458595,0.1644417021117731
DNAJA3,6,-18.647661362455782,0.0,0.0
DNAJA4,4,0.38330690529066924,0.6315009512979566,0.8426722582316885
DNAJB1,6,-1.3588542702098838,0.08013925722265117,0.30835482237912476
DNAJB11,9,-1.4812643281023001,0.06504467828347915,0.2689836517153439
DNAJB12,6,-1.5781714478069033,0.055565994550903344,0.24230059578133573
DNAJB13,9,-1.1219635604208087,0.12067572206776507,0.40126750140447437
DNAJB14,5,-3.4318673327342535,0.007110343535117341,0.0559025218294086
DNAJB2,5,-4.350849778857707,0.004778106839071511,0.044642570150947074
DNAJB4,7,-1.2039418889512206,0.10494414745340927,0.36873114552777103
DNAJB5,7,-0.11754132651744491,0.42248233390551027,0.7260392413346344
DNAJB6,6,0.044474511894617465,0.48887474732432556,0.7655448036947021
DNAJB7,6,-1.2419417095206446,0.09825224482627261,0.3534796313294355
DNAJB8,7,-3.517727547925139,0.006805441669747657,0.054593163267409164
DNAJB9,7,-1.5460012969551102,0.05849513811387122,0.2506725816516565
DNAJC1,8,-0.027824881891730345,0.45889588901901285,0.7480309591554244
DNAJC10,9,0.20940713614173165,0.5584999321678425,0.8042443363221351
DNAJC11,5,-3.9460564533518645,0.005413632270841146,0.04686100989876362
DNAJC12,5,0.8459407571969706,0.8001282827843474,0.915231753345415
DNAJC13,7,-0.8577965594205987,0.18138282635112626,0.5083836099525183
DNAJC14,6,-1.556023523876412,0.05756055294418727,0.24824550101152001
DNAJC15,8,0.2599589078882584,0.5799125121812458,0.8167717189798028
DNAJC16,7,-0.48527689842879185,0.2879532389667129,0.6303063627622476
DNAJC17,8,-11.607916030634431,8.177987492812448e-124,1.621595272077947e-122
DNAJC18,6,0.26675623813968413,0.582785204802474,0.817785272975153
DNAJC19,5,-19.288894351865455,0.0,0.0
DNAJC2,6,-5.997717920946965,0.00010154671349350684,0.0011973124988238154
DNAJC21,4,-3.991804051516008,0.005311846873378713,0.04646512207079239
DNAJC22,4,0.08257418145227434,0.504846201237565,0.7739381259566435
DNAJC24,10,-9.9341078606148,1.9004870782343536e-66,3.243715603601256e-65
DNAJC25,12,-3.34758286472947,0.0074347261541292085,0.05705094537052727
DNAJC25-GNG10,12,-3.34758286472947,0.0074347261541292085,0.05705094537052727
DNAJC27,6,0.08137174496524509,0.504340644578573,0.7736342866172278
DNAJC28,6,-0.4834215934124429,0.28855648086403995,0.6304767546140809
DNAJC3,10,-0.49973445484523316,0.28328054385843304,0.625363913742912
DNAJC30,4,0.14682774253924147,0.5319692328565362,0.7890802723987462
DNAJC4,7,-1.0749280246041826,0.1304509210857989,0.4215925419169022
DNAJC5,7,-0.9874888478242944,0.14991066985461846,0.45841332203660895
DNAJC5B,8,0.6201358094554903,0.7240066291100744,0.8838255831907584
DNAJC5G,6,-0.24504916928857415,0.37274268316250087,0.6938713483163066
DNAJC6,6,1.0362433030735694,0.8539906228386149,0.9392752425173067
DNAJC7,5,-3.62702088862467,0.006422739006146913,0.052599585344483855
DNAJC8,6,-2.8880785943183978,0.010769641642631805,0.07427786820897354
DNAJC9,7,0.7523971405526971,0.7701539984716876,0.9023437270792942
DNAL1,5,0.20411445989927993,0.5562552678348238,0.8029120863849148
DNAL4,7,-2.2562766414500706,0.021963724896668094,0.12582981331544876
DNALI1,8,1.7137003638990265,0.9622245202033042,0.9838468295833279
DNASE1,5,0.4223107109370753,0.6474561234011087,0.8493418513858741
DNASE1L1,5,-1.6353718320681427,0.0508373416261764,0.22731486279554594
DNASE1L2,8,-1.4506277247222403,0.06847412175572438,0.2781549378917171
DNASE1L3,5,0.6264105571501052,0.7262931390121226,0.8845066679636892
DNASE2,6,-2.808779246733398,0.011690678807178959,0.0785355672039563
DNASE2B,4,0.03710233603035762,0.48579666680378886,0.7642122203999501
DND1,6,0.012358105001171484,0.4754984213504135,0.7575309055474517
DNER,5,0.45720411989799326,0.6615259148050112,0.8550824906720211
DNHD1,7,-2.3590079739085494,0.019299100711270157,0.11416769794003345
DNLZ,3,1.2420827751905161,0.9006621042605616,0.9586825603124244
DNM1,3,-0.05045548368814975,0.4496194473554359,0.7429187960762237
DNM1L,6,-6.911785185516718,4.51189925825297e-10,5.853685381308682e-09
DNM2,6,-10.520785491533264,1.9925457908673457e-84,3.595916529082494e-83
DNM3,6,-1.9903615688939431,0.03103080850116706,0.1611024675678027
DNMBP,7,-0.29417663377576114,0.3543622113130498,0.680221218523128
DNMT1,7,-13.43645101438696,7.316681592355242e-208,1.7505322993522168e-206
DNMT3B,4,0.4814487773666597,0.6711743157741712,0.8596660034515557
DNMT3L,7,-0.7238852382237564,0.2167267137530506,0.5557117869487009
DNPEP,5,-0.570540194872361,0.26110183124581,0.6031833365318842
DNPH1,5,-0.32265951174255636,0.343934460714072,0.6731472855817663
DNTT,9,-1.0362867072334685,0.13885532314117707,0.4371086679413286
DNTTIP1,8,-2.7811551005467163,0.012033898312641915,0.08029830273868555
DNTTIP2,9,-18.025771686630712,0.0,0.0
DOC2A,6,-1.2961715803539147,0.08938515079034313,0.33215029359632037
DOC2B,7,0.8158735431997272,0.7907388355079387,0.9114275703463337
DOCK1,6,1.1717728940848129,0.8861464130051062,0.9529972434262914
DOCK10,6,2.3826910072159384,0.9947031310336221,0.9992477204665052
DOCK11,4,-2.042344149919771,0.02899454405080271,0.15404728625021186
DOCK2,6,0.9275866888745313,0.824432667880424,0.9258260536872583
DOCK3,8,-0.9290378947504773,0.16374213384634145,0.48273761026690765
DOCK4,7,0.3407630925511564,0.6138681546579514,0.8338941931624958
DOCK5,6,1.17262870749349,0.8863321501252976,0.9529972434262914
DOCK6,3,0.3894237623544853,0.6340175941793931,0.843494969717697
DOCK7,2,-0.20961819500624648,0.3862877296190192,0.7034491097837378
DOCK8,7,0.6236932274480586,0.7253041083732336,0.8840682930045541
DOCK9,8,1.88089302564399,0.9739524157169868,0.9886695930033104
DOHH,6,-11.347143990521841,1.2011835921268835e-113,2.318480845457994e-112
DOK1,3,0.6360038502522167,0.729770589250621,0.8860486343232099
DOK2,6,0.14247676997587838,0.5301272158573789,0.788494527777672
DOK3,4,0.6902275168392086,0.7490032928818586,0.8936815093692463
DOK4,7,-0.030438361904236263,0.4578217447516086,0.7470108724034082
DOK5,6,0.1264111664886251,0.5233312265689702,0.7849606458798603
DOK6,4,0.5733301769448266,0.7066565804805206,0.8752868382117762
DOK7,5,-0.021508276916998074,0.4614950058350355,0.7496153160878583
DOLK,4,-0.30525244573980603,0.3502866588010609,0.6775977113247927
DOLPP1,8,0.4277875543190309,0.6496780045798627,0.8504638223297406
DONSON,10,-13.733308705334897,1.293280937811895e-223,3.1912763742581885e-222
DOP1A,9,0.3397339679253443,0.6134390907952287,0.8338941931624958
DOP1B,5,-1.7504003285900125,0.04290928648860662,0.20164266891845337
DOT1L,6,-1.6829259790353484,0.04732628267586432,0.21626197968344005
DPAGT1,7,-4.305883630142738,0.004846934504929133,0.04495237365085839
DPCD,10,-4.2249788174064635,0.004955297522352232,0.04522514027371542
DPEP1,10,0.12954829776155416,0.5246575362617029,0.7854245802887738
DPEP2,8,0.41547451067088176,0.6446760785507677,0.8476793765780883
DPEP3,5,0.7502295221028875,0.7694329399065089,0.9021650766974971
DPF1,4,-1.3751130056095562,0.07791400139925278,0.30239906391241717
DPF2,3,-2.496789107734037,0.016383189936654295,0.1014171915103602
DPF3,5,0.3671231630594413,0.6248188838452481,0.8392026743623329
DPH1,9,-7.319117269493648,3.735180715802305e-14,5.011301092551536e-13
DPH2,9,-7.890814027915295,1.0237828916257875e-21,1.4508971205120113e-20
DPH3,4,-0.8572240107893672,0.18152789411185927,0.5084882114778999
DPH5,6,-7.130197064276052,3.978954653620315e-12,5.2635407846104195e-11
DPH6,8,-11.046776696960572,1.6893354253114295e-102,3.166790945740204e-101
DPH7,8,1.0478372311947457,0.8569503091534227,0.940369470212426
DPM1,10,-1.630145928361162,0.05124546521796065,0.2286904602646438
DPM2,7,0.16616290397728609,0.5401609281135796,0.7942788360187901
DPM3,5,0.35053742209405475,0.6179377377858869,0.8355038242908662
DPP10,1,-0.23494512902202058,0.37658170399911184,0.6967335073462371
DPP3,3,0.5652583497145316,0.7036130883491489,0.8735667771098152
DPP4,7,0.22753650836756042,0.5661862553319517,0.8089702435815391
DPP7,5,0.8711869735750494,0.80783090103502,0.9185846586855052
DPP8,7,0.47636940680709194,0.6691620789323689,0.8585940591594746
DPP9,6,0.4929688510148513,0.6757195355981342,0.8618845732760035
DPPA2,7,-0.34911210904995005,0.33440885602281445,0.6668770623406608
DPPA3,7,0.8252198098144236,0.7936825322181048,0.9122782171759827
DPPA4,10,-0.07080901564007291,0.44132643036102365,0.7373799810519599
DPPA5,5,-0.6737633055901785,0.2307282422063777,0.5729045282135923
DPRX,10,-0.8869627111755704,0.1740615469775155,0.498522200317791
DPT,6,1.8317551278024538,0.9708096979966702,0.9873370810053923
DPY19L1,4,-0.4011477948665578,0.3161368644973772,0.653280305540995
DPY19L2,10,-2.126058647997571,0.025997701737682483,0.1423313850644525
DPY19L3,3,-0.3235109240960312,0.3436254510041358,0.6729075598463187
DPY19L4,8,-3.0570346864307614,0.009145096121711643,0.065839809111194
DPY30,14,-12.944573101798278,4.671387410830351e-183,1.0522885459933715e-181
DPYD,6,0.3767649100021619,0.6288038792200628,0.8413055662348069
DPYS,3,0.23218117170951386,0.5681545083451816,0.8102309943216249
DPYSL2,6,-0.42019905031397936,0.3096061688282744,0.6472243243600593
DPYSL3,5,0.5725897277062542,0.7063780120565843,0.8751568221755952
DPYSL4,8,0.346632314300797,0.6163130519143827,0.8346950070538576
DPYSL5,7,2.1191805494554434,0.9863113955004205,0.9945302180899224
DQX1,7,-0.7503052189985796,0.2095234319900462,0.5487688101571189
DR1,6,-2.860670939277009,0.011077122157327448,0.07565225577564046
DRAM1,6,0.69274234398713,0.7498776580532402,0.8938302583488357
DRAM2,8,1.5036141047984228,0.9416154010369822,0.9758051423727053
DRAP1,5,0.260371917499181,0.5800871183432894,0.8167717189798028
DRAXIN,4,-0.1831133219085208,0.3965666483464087,0.7109155894214952
DRC1,9,-0.3954073030975626,0.31812157001660346,0.6550097520723104
DRC12,8,-0.087160319136826,0.43470066355490605,0.732868640971122
DRC3,8,-0.8186450565024149,0.19142107811225242,0.5217986558158829
DRC7,6,-4.553444903503545,0.004329110339283142,0.04173678032413068
DRD1,5,1.2561271106347185,0.9033800899984625,0.959862034312345
DRD2,1,-0.05454833849352247,0.4479479024620362,0.7417880510686603
DRD3,5,0.47174657647239104,0.6673264320048005,0.8578223395951391
DRD4,3,-1.3726513379077567,0.07824641732750524,0.3031727462831109
DRD5,4,-0.9600643200570984,0.15632417659765868,0.4698373844895914
DRG1,6,0.4398564167263839,0.6545568082598743,0.8529645407405902
DRG2,7,-1.0243323629127472,0.14151955098518143,0.44272837887184086
DRGX,4,0.5086218655729724,0.6818530174681037,0.8641962811028194
DRICH1,8,-0.47571122266350263,0.2910722786855096,0.632554197836778
DROSHA,7,-12.477355160372722,5.421130501549069e-161,1.15894315376831e-159
DRP2,6,0.5818685875903472,0.7098597692590505,0.8769567189464917
DSC1,7,1.3046460451062325,0.912303392114884,0.9628981686221207
DSC2,5,0.1915220978871082,0.5509143171604405,0.800154617606958
DSC3,9,-0.16149420347522,0.40503763643879254,0.7157216421555024
DSCAM,8,-0.30733075352091255,0.34952480901140914,0.6768754881779835
DSCAML1,5,-0.7925541058160984,0.19824416166841963,0.531607179931034
DSCC1,3,-3.7482639944804865,0.005999605270303195,0.050179241775593006
DSE,6,-1.1959604301225628,0.1063990754772054,0.3718961868905762
DSEL,6,-0.5457827904470831,0.2687255922210393,0.6116680686181742
DSG1,7,-0.22843448919078546,0.3790655663500435,0.69863459030328
DSG2,4,-0.9558418195833027,0.15732379326607904,0.4717714448743088
DSG3,10,-1.8922560251014016,0.03531509261846269,0.17602580714096405
DSG4,7,0.16011882194574711,0.537599321869099,0.7927626186254875
DSN1,10,-24.025524325999687,0.0,0.0
DSP,5,-0.4785625039428014,0.29014028414276244,0.6316913321328501
DSPP,9,-1.187076265079069,0.10803844633645586,0.37549976026044113
DSTN,7,-0.3203820581798534,0.3447618141768348,0.6737564626812512
DSTYK,5,-2.502515169714397,0.0162763214680873,0.10100201195038921
DTD1,8,0.4018370468275513,0.6391087783224858,0.8452050167012445
DTD2,5,-0.08993509688959987,0.4335796497548214,0.7323564380285652
DTHD1,7,-0.7433936923949267,0.21139644732050678,0.5504180325612699
DTL,7,-8.544635758048774,5.187039856516019e-33,7.8020519021078e-32
DTNA,9,-0.46880065562833456,0.29333920611487274,0.6346549219289918
DTNB,5,-0.6556169247179481,0.2359119119054451,0.577500445743132
DTNBP1,5,-0.22677480335795366,0.37970000606910925,0.6987666274986708
DTWD1,7,-1.6596673596708353,0.04899901944111855,0.2213339291672637
DTWD2,6,0.12463891723143952,0.5225821319714589,0.784787820622532
DTX1,5,-0.9362116727083324,0.1620121618169153,0.4804121235654901
DTX3,5,0.12352381685488036,0.522110866936591,0.7845169812275754
DTX3L,5,0.19267518623880933,0.5514033923395724,0.8005627993486968
DTX4,6,-0.25503780558457223,0.3689666950525456,0.6910104966839874
DTYMK,9,-8.165328162601098,4.0989446839743733e-26,5.924638499187155e-25
DUOX1,8,0.8123881297996507,0.7896353100205712,0.9112379801810185
DUOX2,5,-0.00043167913634287555,0.47019691173911404,0.7541530587525216
DUOXA1,8,-0.66056949267392,0.2344909017136234,0.5760058674536865
DUOXA2,3,0.388159766637746,0.633497968265911,0.8432268983718236
DUS1L,3,-0.0711490366768745,0.4411883107109582,0.7373799810519599
DUS2,8,-1.9861259279964154,0.031203238847171525,0.16155335702634582
DUS3L,6,-1.9460558449975753,0.032887375823512074,0.16765190208491423
DUS4L,9,1.2907647599303462,0.9098242267752087,0.9623097315423959
DUS4L-BCAP29,9,1.2907647599303462,0.9098242267752087,0.9623097315423959
DUSP1,5,0.8106756200746863,0.7890919629292228,0.9112185100761571
DUSP10,8,0.9735178391590936,0.837323530753666,0.9325716142567085
DUSP11,10,-3.343876882766019,0.007450004691544667,0.0571010392002519
DUSP12,7,-8.195627557121128,1.249478071774412e-26,1.814338273914275e-25
DUSP13A,3,-0.12924173438865866,0.41781068416482203,0.7233957980558752
DUSP13B,4,0.35709766058990794,0.6206632706001992,0.8369953249835662
DUSP14,4,0.09928941689395399,0.5118828598483314,0.7779535285963259
DUSP15,4,-0.7450298944877051,0.21095231746938473,0.5502482930592201
DUSP16,7,-0.264360068109243,0.36546016811178217,0.6887147026093001
DUSP18,9,-0.8777622259539389,0.17635645266028788,0.5020048270107274
DUSP19,9,-1.3140074416671321,0.08664536051730666,0.32458909912387335
DUSP2,5,-0.618962331285645,0.24658002642015914,0.5899810617439649
DUSP21,5,0.7778951714460559,0.7785463746518411,0.9060959758497196
DUSP22,7,-0.3397863490009721,0.3377492478622087,0.6689426662359578
DUSP23,7,0.07346176111213654,0.5010172144177403,0.7727526354942882
DUSP26,5,-0.4480572201754505,0.3002126710941681,0.6400626374796263
DUSP28,5,-0.43666756278542057,0.3040306577870605,0.6429740899671007
DUSP3,8,-0.7286039978750449,0.21543146054278434,0.5542728200444513
DUSP4,5,-0.8400371795795103,0.18590650532436015,0.5142668670879171
DUSP5,6,-0.5499622133605785,0.26742886105320673,0.610503641323181
DUSP6,5,0.5704035388636474,0.7055548031381621,0.8745655012698854
DUSP7,8,0.20333353649206462,0.5559240571149431,0.8029120863849148
DUSP8,6,-3.9650067711847403,0.00536977506903541,0.04671442910703606
DUSP9,6,0.04363714363103818,0.48852490711534174,0.7655448036947021
DUT,4,-15.743388032624184,0.0,0.0
DUXA,3,-0.7405876366483478,0.2121591677172205,0.5508798950422418
DVL1,4,0.32534620947031845,0.6074295709417906,0.8311429407558845
DVL2,8,-0.4749910065025004,0.2913080026954077,0.632554197836778
DVL3,7,1.1703575874475893,0.8858387630962772,0.9529972434262914
DXO,4,-1.6769615610456357,0.047747400666099636,0.217396932555225
DYDC1,10,1.5855130004029425,0.9506743309055673,0.9790669446705659
DYDC2,11,0.301490757319131,0.5974248892375623,0.8268601319941729
DYM,6,-0.6756998782464717,0.2301787401711313,0.5724748456140245
DYNAP,6,0.5042678696710057,0.6801519353575564,0.8634183647969415
DYNC1H1,9,-17.743259436611,0.0,0.0
DYNC1I1,6,1.4966920897537053,0.9407778531664635,0.9755583132401303
DYNC1I2,4,-22.299236208623203,0.0,0.0
DYNC1LI1,7,0.17475928521282125,0.5438053531193145,0.7960302162770883
DYNC1LI2,6,-2.0271641958215523,0.02957439816448107,0.1559865644456298
DYNC2H1,6,-0.06794949963361635,0.4424885498469052,0.7382738209438969
DYNC2I1,8,-0.14337352307366494,0.4121947189981889,0.720596379934137
DYNC2I2,8,-0.030658519032667145,0.4577312931786538,0.7470108724034082
DYNC2LI1,8,0.7472391592804174,0.7684362422394643,0.90200217329049
DYNLL1,9,-5.1609078380338556,0.0021306151498336093,0.022443985593420222
DYNLL2,5,-2.958396283509701,0.010035240376613304,0.07034356947245798
DYNLRB1,9,-24.698321087179707,0.0,0.0
DYNLRB2,9,-0.7838498854434004,0.20054438777367894,0.535446722641865
DYNLT1,9,-1.7424224226680345,0.04340028309429887,0.20354463204250428
DYNLT2,10,-0.855976569359938,0.18184413926719795,0.5087700929223203
DYNLT2B,4,0.737800714330667,0.7652755418136548,0.9010232896411378
DYNLT3,5,0.0793338302734921,0.5034840216770944,0.7732076047183949
DYNLT4,6,0.6332929040132657,0.7287901586519331,0.8854116450776419
DYNLT5,5,-0.2586000874909589,0.3676247402246603,0.6896665190239087
DYRK1B,5,-0.049268232897853086,0.4501046878047877,0.742971860063919
DYRK2,1,0.7803046685954953,0.7793308754087194,0.9063415211874842
DYRK3,6,-0.31767429562085825,0.34574696293301044,0.6744398997350426
DYRK4,10,-0.026062476726762995,0.45962065019689125,0.7482712636281416
DYSF,8,-0.9271751377721166,0.1641927738004415,0.4832346415701488
DYTN,8,0.4260742437759845,0.648983457451485,0.8501048314698274
DZANK1,8,-0.754709374384878,0.20833405620516765,0.5472424352091579
DZIP1,7,-2.0702113550778813,0.02796003448796082,0.1500494181867709
DZIP1L,5,1.202569650528265,0.892690310994898,0.9556547464593316
DZIP3,7,-1.2465441491855793,0.09746836939296566,0.3520012261394706
E2F1,5,-0.011826969066264244,0.4654866181135578,0.7517959351582504
E2F2,8,-2.135025539309415,0.02569591424902878,0.14100632944154542
E2F3,6,-3.402622361942531,0.007218692187658132,0.056262284238820216
E2F4,3,-3.339028741760468,0.007470154732810252,0.05720653585852298
E2F5,9,-0.8256923450494095,0.18959648153397296,0.5189231233749177
E2F6,3,1.3147098906696557,0.9140639250289581,0.9632429818738832
E2F7,6,-0.04352285987185356,0.4524551388068214,0.7439881970440159
E2F8,8,-2.2136674879816614,0.02320189101188571,0.130779963162546
E4F1,7,-7.274206006487337,1.1896381386166418e-13,1.5904248684607893e-12
EAF1,6,-0.9098173206213522,0.1684199970605413,0.48908877215608615
EAF2,5,-0.714212000513142,0.2193939802778837,0.5589869946280249
EAPP,8,-3.531192136723602,0.006758393875777698,0.05431170761730762
EARS2,9,-3.0387864115739536,0.009297024696915849,0.06660062540024204
EBAG9,4,0.9322924166873298,0.8257795755815336,0.926327611614726
EBF1,3,0.3130140957146505,0.6022635022276667,0.8291830013530497
EBF2,7,-0.8866122099797744,0.1741487251499119,0.4985604585318951
EBF3,6,-0.6018321324398402,0.2516599976310413,0.595266488726649
EBF4,5,-1.1027810111097325,0.1245996242469179,0.40953060844333733
EBI3,10,-0.07238591874165853,0.4406859974137284,0.7371223358606322
EBLN2,5,2.234067207853586,0.9906392407263891,0.9970301208782282
EBNA1BP2,7,-11.046446687571482,1.73633282816961e-102,3.2516621822775527e-101
