,Target Gene Symbol,Category,z_scored_avg_lfc_A549_Zim3,z_scored_avg_lfc_A549_Kox1,z_scored_avg_lfc_HCT116_Zim3,z_scored_avg_lfc_HCT116_Kox1
660,ONE_INTERGENIC_811,ONE_INTERGENICO_CTL,-0.5593203662200976,1.3760457622375035,0.048446016656623,-0.264957235612566
661,ONE_INTERGENIC_813,ONE_INTERGENICO_CTL,0.8444438447409112,0.98257995293726,0.5187412374225406,-0.5351933784813393
662,NO_SITE_29,ONE_INTERGENICO_CTL,-0.7337620891364918,-0.9215353614494496,-1.2919039261395209,-0.7191425006673773
663,ONE_INTERGENIC_156,ONE_INTERGENICO_CTL,2.0154156629150752,0.2634657030210494,1.0115000902637588,0.5483261552643502
664,NO_SITE_675,ONE_INTERGENICO_CTL,-0.7554935694335081,-0.5092352636698723,-1.3775522320568234,-0.1798367764500578
665,ONE_INTERGENIC_235,ONE_INTERGENICO_CTL,-1.126718005008488,0.7640151193121737,-0.7408606681402408,-0.4556309213692768
666,ONE_INTERGENIC_766,ONE_INTERGENICO_CTL,-0.8359290299300982,-0.4039841390262643,0.3567790581598413,-0.4666258750418826
667,NO_SITE_502,ONE_INTERGENICO_CTL,1.0543717920954356,1.3653363168428756,-0.4499941889931639,0.5987199772422466
668,NO_SITE_234,ONE_INTERGENICO_CTL,1.9200807754143785,-0.3696615993984994,-0.8758882329431106,0.4698582281287353
669,ONE_INTERGENIC_199,ONE_INTERGENICO_CTL,-0.5631579250534433,0.633226284450782,-0.4087156592093152,0.1757015790547218
670,ONE_INTERGENIC_628,ONE_INTERGENICO_CTL,-1.2955566736583553,-0.3009166470193475,1.1174949389639983,-0.2687066265521044
671,ONE_INTERGENIC_20,ONE_INTERGENICO_CTL,-0.3873504349434842,-1.374553109157128,-0.451771289340187,-0.556283869098469
672,NO_SITE_323,ONE_INTERGENICO_CTL,-1.6049618680395672,-0.4433659205350642,-0.7566821089441415,-0.1339110260122187
673,ONE_INTERGENIC_919,ONE_INTERGENICO_CTL,-1.039004042057351,-0.4109817253650206,-1.4060356419636455,-1.2431125583804816
674,ONE_INTERGENIC_455,ONE_INTERGENICO_CTL,0.6986235915179638,-0.6374225859096397,1.1190089224956206,0.7374006398087616
675,ONE_INTERGENIC_49,ONE_INTERGENICO_CTL,-0.3268167772568323,-1.55276819427385,-0.1385206850027173,0.7847575234664063
676,ONE_INTERGENIC_273,ONE_INTERGENICO_CTL,0.96911355987476,-0.7630631387361452,1.4041505223615085,-0.9185949941774976
677,ONE_INTERGENIC_889,ONE_INTERGENICO_CTL,1.6435556769782258,0.995717348262039,0.4690054436718123,1.1522854563163305
678,ONE_INTERGENIC_103,ONE_INTERGENICO_CTL,-0.6214741990011732,-0.4904366343773924,0.2807573405587682,0.8581679507779032
679,ONE_INTERGENIC_939,ONE_INTERGENICO_CTL,0.0537695235437318,0.0934792023471593,-1.411330354216263,1.0977640343880604
680,ONE_INTERGENIC_955,ONE_INTERGENICO_CTL,0.3616016242465327,3.066027040435567,0.8028453210857676,-0.0529882784526046
681,ONE_INTERGENIC_807,ONE_INTERGENICO_CTL,-0.8212884496852343,2.56675424650852,-0.9195179834077658,-0.1378983311761931
682,NO_SITE_219,ONE_INTERGENICO_CTL,-0.9759959679819856,0.1573229947056272,-0.5732623273353091,-0.7274470886506328
683,NO_SITE_186,ONE_INTERGENICO_CTL,0.1391918927055557,-0.7650346312936734,0.6341584869003941,1.0655838712700405
684,NO_SITE_350,ONE_INTERGENICO_CTL,-1.2400189204493444,-1.269851306417341,-0.8656940689119429,-1.00947533093758
685,ONE_INTERGENIC_256,ONE_INTERGENICO_CTL,-0.9654105832306552,0.0459835086926693,0.0287843474236933,0.0895417585123731
686,ONE_INTERGENIC_277,ONE_INTERGENICO_CTL,0.1938108311864528,1.962718072876358,0.0225469551207797,0.4411236199662443
687,NO_SITE_979,ONE_INTERGENICO_CTL,-0.5824966388274566,0.7036004372296656,-0.2262481247835552,-1.5421115439025583
688,ONE_INTERGENIC_433,ONE_INTERGENICO_CTL,0.9861339123092888,-1.4174642211425532,1.36135151572582,-0.7474835962182806
689,NO_SITE_948,ONE_INTERGENICO_CTL,-1.2536567452033238,-1.854027991534971,-1.278685956538521,-0.3668485429239926
690,NO_SITE_506,ONE_INTERGENICO_CTL,0.6181075888430241,-0.8313185937428373,-0.6561015691357786,1.0025077319756257
691,ONE_INTERGENIC_644,ONE_INTERGENICO_CTL,1.4149889042128567,-0.0291161453650968,-0.9702436440570456,1.246525903842466
692,ONE_INTERGENIC_443,ONE_INTERGENICO_CTL,-0.6741185420909865,-1.1809308736090527,-0.9151608708352252,0.3444114868357564
693,ONE_INTERGENIC_162,ONE_INTERGENICO_CTL,0.1916073410232434,-1.2126145362115277,1.5254292976195345,-0.4560381173036927
694,NO_SITE_705,ONE_INTERGENICO_CTL,-1.1541421354803485,0.6260670333422272,-0.9762142131072508,0.1633121412868463
695,NO_SITE_39,ONE_INTERGENICO_CTL,0.2592386269746906,-0.6140880427838503,-1.0447172445466155,-0.2139211785415297
696,ONE_INTERGENIC_7,ONE_INTERGENICO_CTL,0.436489021765524,-1.3578578635197351,0.6906008801184575,0.2357067887159353
697,NO_SITE_568,ONE_INTERGENICO_CTL,0.0617687253695546,-0.5128648425047193,-1.877101216171931,0.4215880180482061
698,ONE_INTERGENIC_412,ONE_INTERGENICO_CTL,-1.7631979776839142,0.2213475669069574,-1.5377893200472128,-1.255967071259802
699,NO_SITE_78,ONE_INTERGENICO_CTL,0.0761395489834058,0.6361086120741994,0.9534079991556748,0.9081190838777994
700,ONE_INTERGENIC_549,ONE_INTERGENICO_CTL,1.0181653862702051,2.0567365321789017,1.887492118292725,0.0663283937703841
701,ONE_INTERGENIC_117,ONE_INTERGENICO_CTL,0.5186814164770588,-0.4893888132586292,1.4480007161092894,-0.3636546781844931
702,ONE_INTERGENIC_367,ONE_INTERGENICO_CTL,0.2542766005773487,0.3112233458220076,-0.99724480153424,-0.6332880457663542
703,ONE_INTERGENIC_651,ONE_INTERGENICO_CTL,0.3684121233790073,0.0500888084374821,-0.8985503931239617,1.27064158301813
704,NO_SITE_991,ONE_INTERGENICO_CTL,-0.1760597128578948,-1.0723274662339384,-0.3304075393058885,-1.4600148518537377
705,NO_SITE_860,ONE_INTERGENICO_CTL,-0.3374718846383454,0.6930086502507605,2.7520491059340344,-1.2599737638759674
706,ONE_INTERGENIC_774,ONE_INTERGENICO_CTL,-0.6102821849676412,-0.6235312576829315,-0.7848011245864395,-0.2071488713612438
707,ONE_INTERGENIC_515,ONE_INTERGENICO_CTL,0.2208377774639443,-0.2152634490887375,1.0334557246127416,-0.4042508641424773
708,NO_SITE_746,ONE_INTERGENICO_CTL,1.997794736291694,-0.0053630381530503,-0.1849922221228049,-0.147625943629623
709,NO_SITE_253,ONE_INTERGENICO_CTL,0.2293330974308116,-0.8757723544847356,1.4029838001707626,0.4444702959095543
710,ONE_INTERGENIC_24,ONE_INTERGENICO_CTL,-0.1824338185946385,-0.1743063273113196,-0.4010861695302461,0.7446243090847474
711,NO_SITE_349,ONE_INTERGENICO_CTL,0.9065655885629904,-0.7134162164071821,0.7323176789894119,0.8138423436958897
712,ONE_INTERGENIC_900,ONE_INTERGENICO_CTL,0.2932468184472903,1.1126732914521047,1.2013397074253052,-0.6273748733616857
713,ONE_INTERGENIC_205,ONE_INTERGENICO_CTL,1.027002167657326,-0.6809758639170814,-0.8887520010430707,-1.0767412874079416
714,ONE_INTERGENIC_221,ONE_INTERGENICO_CTL,0.7133248723134608,1.821281819795476,0.1328204353975787,1.2283218572484496
715,ONE_INTERGENIC_533,ONE_INTERGENICO_CTL,0.0842560289760044,0.5574329778539708,-1.3996712743229955,-0.6911470453546109
716,ONE_INTERGENIC_958,ONE_INTERGENICO_CTL,0.486276833089598,-0.1519890209821263,-0.5574437899907919,-0.3670047420616953
717,ONE_INTERGENIC_841,ONE_INTERGENICO_CTL,-0.6559111650921229,0.8067247566323031,0.3532817873487853,0.2850171718219512
718,NO_SITE_401,ONE_INTERGENICO_CTL,1.143202974340566,-0.0673626177965864,0.480199098850274,0.0441692677254249
719,NO_SITE_831,ONE_INTERGENICO_CTL,-0.4922097281912067,-0.1885285769981524,-0.1368073738988114,-1.3032495151659291
720,NO_SITE_400,ONE_INTERGENICO_CTL,0.3227130613534919,-0.06155038584213,0.9320627329546306,-1.7077949078700752
721,NO_SITE_754,ONE_INTERGENICO_CTL,0.994475730956625,0.8326690779075224,1.049189726158862,0.3043042028972506
722,ONE_INTERGENIC_643,ONE_INTERGENICO_CTL,0.5817629300127491,0.4263254973866728,0.7143328021310651,0.6025539082717143
723,ONE_INTERGENIC_380,ONE_INTERGENICO_CTL,-0.4703284477766094,-0.1084296333543445,-1.1121041384172985,-1.0190409606972293
724,NO_SITE_672,ONE_INTERGENICO_CTL,0.343079692175284,-0.4002177730719992,0.4027671810614449,-0.4213736219708163
725,NO_SITE_343,ONE_INTERGENICO_CTL,-0.5724468769830335,-1.2564023121378052,-0.9649829922762224,-0.4827165151625266
726,NO_SITE_959,ONE_INTERGENICO_CTL,0.308915217552471,0.8522269864519736,-0.2425310556561009,1.1314578454790123
727,ONE_INTERGENIC_457,ONE_INTERGENICO_CTL,-0.8251132104846247,-0.1495187700777346,-1.148410134842107,0.014614950961326
728,NO_SITE_262,ONE_INTERGENICO_CTL,-0.2564560848391697,-0.5074120767064175,0.5937969392987053,-0.1104411509877576
729,ONE_INTERGENIC_611,ONE_INTERGENICO_CTL,2.0147633883122844,-0.8534709250972735,-0.1548114138050138,-0.5921122682429958
730,NO_SITE_592,ONE_INTERGENICO_CTL,-0.3780611880855285,0.9587496499884068,0.5612236896825851,-0.1974817763155009
731,NO_SITE_871,ONE_INTERGENICO_CTL,-0.0548739676584493,-1.1312564337030002,-0.8692329628401447,-0.0419990625269438
732,ONE_INTERGENIC_28,ONE_INTERGENICO_CTL,0.0532445656741468,-1.015667548660294,-0.8142424854470608,-0.7214295484133735
733,NO_SITE_447,ONE_INTERGENICO_CTL,0.6013225534095696,-0.2170105846845905,0.4722800827678748,-1.2633372504384217
734,ONE_INTERGENIC_929,ONE_INTERGENICO_CTL,1.1513603609029812,-0.1986651195303518,1.3957777659964117,1.506262117687805
735,ONE_INTERGENIC_659,ONE_INTERGENICO_CTL,0.0633456158994094,0.4689768015066235,0.9502689588004936,0.43499630844006
736,ONE_INTERGENIC_328,ONE_INTERGENICO_CTL,0.6927485221652246,0.7615527698216941,0.8622622503213613,1.0423330366596326
737,ONE_INTERGENIC_312,ONE_INTERGENICO_CTL,-0.8601463892194411,0.7485093049626047,0.2580445278278058,0.6413724687568236
738,ONE_INTERGENIC_393,ONE_INTERGENICO_CTL,0.3940203217173592,0.7743841107757031,-0.7363085134189896,1.0338618738260137
739,NO_SITE_684,ONE_INTERGENICO_CTL,-1.2516187577365665,-1.137110873705386,-0.9627408599026492,-0.1325646779730695
740,NO_SITE_372,ONE_INTERGENICO_CTL,-1.5321991434499824,-2.2053280056898807,-0.0465690640332877,-1.388744594583985
741,NO_SITE_521,ONE_INTERGENICO_CTL,0.669600140255801,-0.1255928826587563,0.3843033917593934,-0.41083375028171
742,NO_SITE_548,ONE_INTERGENICO_CTL,0.2623069832214729,-1.136006547575413,0.8122532151183736,2.3659315376667607
743,ONE_INTERGENIC_390,ONE_INTERGENICO_CTL,-1.0508319956827172,-0.0600669361970026,0.592876865116835,-0.2827327080702433
744,NO_SITE_752,ONE_INTERGENICO_CTL,0.2855546354983007,0.6377643847144723,0.4984195669695496,-0.3361044609459225
745,ONE_INTERGENIC_345,ONE_INTERGENICO_CTL,-0.345788690480786,-0.4745656624772117,-0.339143665196272,-1.4018128448018727
746,ONE_INTERGENIC_304,ONE_INTERGENICO_CTL,-0.5859658767198458,0.7390971231427115,-0.3294695167249094,0.2252975475294667
747,ONE_INTERGENIC_663,ONE_INTERGENICO_CTL,1.447341473862227,-0.420671901745651,1.019161144800233,0.2891759221562597
748,NO_SITE_789,ONE_INTERGENICO_CTL,-1.023532051326835,-0.3534165152720399,1.369638195450552,0.261440381812759
749,NO_SITE_668,ONE_INTERGENICO_CTL,-0.0166104199362638,-0.3311683126885832,-2.1812941668321084,-1.1469980161371651
750,NO_SITE_662,ONE_INTERGENICO_CTL,0.9104095693420832,0.2645329275400635,1.0528125535626616,0.2524660619955349
751,NO_SITE_387,ONE_INTERGENICO_CTL,1.021818644758562,1.0688964919241943,-0.0638939747199621,0.994834913959834
752,NO_SITE_294,ONE_INTERGENICO_CTL,-0.0953720613210467,0.4653372908451932,1.102935772080548,0.4715096293823612
753,NO_SITE_49,ONE_INTERGENICO_CTL,-1.3080909952018964,0.2339237649093747,-0.1257168026487096,0.631072460269349
754,NO_SITE_735,ONE_INTERGENICO_CTL,-0.2667703768001354,-0.7357550842035306,-1.6421933861280194,0.9329992768856992
755,NO_SITE_966,ONE_INTERGENICO_CTL,-0.6211063150856979,-0.2197275785844054,1.0459413034152736,0.9234852846754452
756,ONE_INTERGENIC_814,ONE_INTERGENICO_CTL,0.4775694422726487,-0.8630643757383714,0.6060053764017678,0.2729383001546035
757,NO_SITE_995,ONE_INTERGENICO_CTL,1.4859246353093856,-0.0183424589378037,0.6697858561977164,0.4181300472760951
758,ONE_INTERGENIC_920,ONE_INTERGENICO_CTL,0.5248590075066109,2.302550263683959,1.338658013332952,0.8142647796766983
759,ONE_INTERGENIC_73,ONE_INTERGENICO_CTL,2.1818825302398253,-1.0558642207716422,0.7405456021093563,-0.3976291678051218
760,ONE_INTERGENIC_524,ONE_INTERGENICO_CTL,0.5659089231321898,0.2103614290354247,-0.3107858636125342,-0.082986694171524
761,ONE_INTERGENIC_923,ONE_INTERGENICO_CTL,-1.6945965550349336,0.3422810766529096,-0.7502136494860021,-0.8008670266140303
762,ONE_INTERGENIC_144,ONE_INTERGENICO_CTL,1.2608599641596172,0.9732391464577982,1.2756890072684652,1.2785532141585212
763,ONE_INTERGENIC_334,ONE_INTERGENICO_CTL,0.7922936279829479,1.0899324083141666,-1.340819351729211,-0.2306270076229023
764,ONE_INTERGENIC_734,ONE_INTERGENICO_CTL,0.5196730474970308,-0.6562244965213582,0.352062633957246,-0.2588759273919052
765,ONE_INTERGENIC_723,ONE_INTERGENICO_CTL,1.9763195316709024,-0.175212779641713,0.161521267695179,1.1874854840008144
766,ONE_INTERGENIC_970,ONE_INTERGENICO_CTL,1.2041689977348582,0.6733575908205344,0.7784166608508156,1.9640498072037564
767,NO_SITE_284,ONE_INTERGENICO_CTL,-0.1515363717322399,0.2747050379150746,0.3252544777767191,-0.6304169282776901
768,ONE_INTERGENIC_403,ONE_INTERGENICO_CTL,-0.0277275853951002,-0.946791619242132,0.4151262692089947,-0.8589036377863226
769,ONE_INTERGENIC_410,ONE_INTERGENICO_CTL,-0.3884170777443917,-0.8069359979937619,-0.7309897666834273,-0.821919028420306
770,ONE_INTERGENIC_56,ONE_INTERGENICO_CTL,-0.3150434149290347,0.157757021186722,0.1032820415599263,-0.3904854572406946
771,ONE_INTERGENIC_84,ONE_INTERGENICO_CTL,0.8332405464805964,0.0645751993212016,0.4990729732122502,1.191239381749622
772,ONE_INTERGENIC_808,ONE_INTERGENICO_CTL,0.6009556288819531,1.0409595997747445,0.7025763061599146,0.5257261957706457
773,ONE_INTERGENIC_757,ONE_INTERGENICO_CTL,-1.1989562374135512,-0.8067569010465432,-0.2129022343391814,1.164003683737134
774,NO_SITE_182,ONE_INTERGENICO_CTL,0.3506668084907887,0.7136056379842048,-0.849837224037529,-0.9358526229377973
775,NO_SITE_407,ONE_INTERGENICO_CTL,-0.4937104040090995,-1.2022715388028584,-0.6531244524521437,-0.7854513146197729
776,NO_SITE_55,ONE_INTERGENICO_CTL,-1.6297865764246473,-2.048017369099108,0.1573258508333612,-0.3854868740238709
777,ONE_INTERGENIC_385,ONE_INTERGENICO_CTL,-0.1618134100283721,-0.1939735024756397,-0.2825557614822117,1.0063849500428554
778,ONE_INTERGENIC_759,ONE_INTERGENICO_CTL,0.8965646227410716,0.230922357524222,-0.4992204473063893,-0.2916359485891872
779,ONE_INTERGENIC_490,ONE_INTERGENICO_CTL,-0.5045652201501688,2.068339850829556,-1.0451941199090673,0.5735179294694492
780,ONE_INTERGENIC_481,ONE_INTERGENICO_CTL,0.9936364165560084,-0.5073080668892991,0.9672470206363551,1.053891018270095
781,NO_SITE_758,ONE_INTERGENICO_CTL,-1.081336839138483,-0.7555900616558038,0.2110410970259731,-0.7325248772675169
782,ONE_INTERGENIC_131,ONE_INTERGENICO_CTL,0.1583179586726802,0.2624542040914729,0.2330750215255329,-0.524722485864389
783,ONE_INTERGENIC_842,ONE_INTERGENICO_CTL,-0.0837527203528418,-0.921396411038192,0.5898563147647043,-0.0978889176504939
784,ONE_INTERGENIC_783,ONE_INTERGENICO_CTL,0.4421286785584141,0.1691401527803405,0.730852349082187,0.4046420480045277
785,ONE_INTERGENIC_38,ONE_INTERGENICO_CTL,-0.9304791800257916,-0.2670625645416999,1.899616055017721,-0.3772554419226207
786,NO_SITE_887,ONE_INTERGENICO_CTL,0.3741146239051763,-0.0762654367450238,0.3087962643801054,-0.2952511679872563
787,NO_SITE_252,ONE_INTERGENICO_CTL,-1.3378403006026487,-0.2803529619314443,-1.5629064510204411,0.9714899782906518
788,NO_SITE_546,ONE_INTERGENICO_CTL,0.1712904106602469,0.258965463221372,-0.4558390299018617,-0.6992491557703405
789,NO_SITE_237,ONE_INTERGENICO_CTL,0.5995892951055181,-0.0177610212219298,-1.2125465212680504,-0.5462809480563429
790,NO_SITE_488,ONE_INTERGENICO_CTL,0.818164602212527,0.8406003811251858,0.2066359253303835,0.008337660571934
791,NO_SITE_710,ONE_INTERGENICO_CTL,0.3030218686568237,-0.2413653130984681,1.0632039270966245,0.7315959415566317
792,ONE_INTERGENIC_946,ONE_INTERGENICO_CTL,0.8137800397638807,-0.3446243160898999,-0.3711978136731298,1.0515713373099536
793,ONE_INTERGENIC_82,ONE_INTERGENICO_CTL,-0.7162076840388936,0.9839672142379022,-0.0074363694145836,-0.3027808926657409
794,ONE_INTERGENIC_503,ONE_INTERGENICO_CTL,1.1161583340870842,1.2966353663232502,0.3370594610293578,1.810597833357001
795,NO_SITE_325,ONE_INTERGENICO_CTL,-0.4653168203144947,-0.7059706587706048,-1.0509753176566887,-0.1377248144950206
796,ONE_INTERGENIC_947,ONE_INTERGENICO_CTL,-0.5165164768273812,1.0123081068617203,1.2460413343379144,-1.1982172660108312
797,ONE_INTERGENIC_301,ONE_INTERGENICO_CTL,-2.2020762015909505,0.1763160924653501,0.2387535417415078,-0.1135173379968053
798,ONE_INTERGENIC_456,ONE_INTERGENICO_CTL,2.0428006306438986,0.8030702388773163,0.9774149060245618,0.4930016425031083
799,ONE_INTERGENIC_854,ONE_INTERGENICO_CTL,-0.6090349241566714,1.4781519564561527,0.7823661492095884,0.2072311461282354
800,NO_SITE_243,ONE_INTERGENICO_CTL,-0.0518212600251242,-0.0292554285306784,0.2401083924270574,-0.3534029171354066
801,NO_SITE_207,ONE_INTERGENICO_CTL,0.8352082918375809,-0.447970057381428,0.7697962812919408,-0.8977794514242393
802,NO_SITE_193,ONE_INTERGENICO_CTL,-0.5080571911999311,-0.5917627778502428,-0.952952294716446,-0.1917816043259121
803,ONE_INTERGENIC_83,ONE_INTERGENICO_CTL,-0.6289102067842909,-0.4358364651708216,-0.5652321597092008,0.2958475310274427
804,ONE_INTERGENIC_254,ONE_INTERGENICO_CTL,1.3875931833403607,1.4898172630068467,0.9880616971672128,0.0434636853628998
805,ONE_INTERGENIC_908,ONE_INTERGENICO_CTL,-0.1804851529545408,-0.3458705339743625,-0.9308396830396908,0.4843058829285322
806,ONE_INTERGENIC_437,ONE_INTERGENICO_CTL,0.4397545905635746,0.675273286169799,1.5299259498271247,-0.5685582480064555
807,NO_SITE_619,ONE_INTERGENICO_CTL,-0.5213993393603491,0.6741246139664906,0.1071223916241775,-0.4970328447966041
808,NO_SITE_339,ONE_INTERGENICO_CTL,-0.1807148439268229,0.7056755738676161,1.5584591935097225,-0.7521616770817073
809,ONE_INTERGENIC_350,ONE_INTERGENICO_CTL,0.4438355296809066,0.4591307483186137,1.894278127766432,-0.6327698023478707
810,NO_SITE_463,ONE_INTERGENICO_CTL,0.1798117815888816,0.1786766415222718,0.0325076058694647,0.1218044094916188
811,NO_SITE_408,ONE_INTERGENICO_CTL,0.844315397100037,-0.2435572012514198,0.9320755451523578,-1.3878249105704314
812,ONE_INTERGENIC_975,ONE_INTERGENICO_CTL,1.5122756092223275,0.6049150532362961,-0.7551663325428964,-0.7943544898260128
813,NO_SITE_655,ONE_INTERGENICO_CTL,-0.2586557163896109,0.8884750846276382,0.38083252011094,0.2193826249727728
814,ONE_INTERGENIC_856,ONE_INTERGENICO_CTL,1.2756505655520014,0.544385775504301,-0.2781439247666922,1.3414391629794074
815,ONE_INTERGENIC_635,ONE_INTERGENICO_CTL,-0.6295058259777797,1.290153550549599,1.721582065107113,1.6401657985073677
816,ONE_INTERGENIC_58,ONE_INTERGENICO_CTL,-0.1533656956593548,-0.9960674734400036,-0.2579793529103758,0.5851218891367996
817,NO_SITE_940,ONE_INTERGENICO_CTL,0.9573224735704096,1.214987149706864,-0.6753675463606728,0.703063893947133
818,ONE_INTERGENIC_540,ONE_INTERGENICO_CTL,-0.5836547408603979,1.4622972439260649,0.5763210036608574,-0.198722702953232
819,ONE_INTERGENIC_34,ONE_INTERGENICO_CTL,1.3832130471027937,-1.7369986151512171,-0.708573816388585,-0.928167643631362
820,ONE_INTERGENIC_693,ONE_INTERGENICO_CTL,-0.3194171682368141,-1.668315867705014,-1.26351389679564,0.152371598585161
821,ONE_INTERGENIC_676,ONE_INTERGENICO_CTL,-0.2834346266121493,-0.9377868673419666,-1.482487574513159,-1.075464293369019
822,NO_SITE_461,ONE_INTERGENICO_CTL,-1.143723706712073,0.6432451094053555,-1.614636399105351,-0.9818852911284368
823,NO_SITE_583,ONE_INTERGENICO_CTL,-2.2467031424914885,-2.3993256064551294,-1.8279063724974465,-2.6078907607038846
824,NO_SITE_816,ONE_INTERGENICO_CTL,0.3335115706913573,-0.3513944176145538,-0.8057231847901797,-0.7847849429360634
825,NO_SITE_446,ONE_INTERGENICO_CTL,-0.4970064645056503,-0.9576523274976402,0.0724885148836557,-1.3239984602869797
826,ONE_INTERGENIC_23,ONE_INTERGENICO_CTL,1.023340561547329,-0.2754659791314283,0.4124377359682816,0.1363998864272325
827,ONE_INTERGENIC_10,ONE_INTERGENICO_CTL,0.1550220761388978,-0.7096958960769548,-1.4669936898633469,0.1331028154653357
828,NO_SITE_476,ONE_INTERGENICO_CTL,-2.049112038793913,-0.9109592074011716,-2.4600119331881376,-0.8755334856288224
829,NO_SITE_147,ONE_INTERGENICO_CTL,1.942925616401064,-0.2319229552542294,-0.1709747189507052,-1.65168913565712
830,NO_SITE_562,ONE_INTERGENICO_CTL,0.568714392420154,-1.4129652980596012,-1.3740299007350052,0.7665403521902191
831,NO_SITE_331,ONE_INTERGENICO_CTL,-0.0606797907900201,-0.0971301271825857,-0.4777540614518587,0.9020376772586832
832,NO_SITE_853,ONE_INTERGENICO_CTL,-1.4176153214804157,-2.246136963104507,-1.4674400795659304,-1.6676896258049434
833,NO_SITE_690,ONE_INTERGENICO_CTL,0.0398836364128501,-0.1820622365410893,2.54060515720074,-0.7172555801927988
834,NO_SITE_847,ONE_INTERGENICO_CTL,-1.334673209977257,-0.4381447919357151,-1.3741988719768672,-0.6206235458897287
835,ONE_INTERGENIC_462,ONE_INTERGENICO_CTL,-0.8790020273693792,0.1848594868561012,-0.4272175508234988,0.8376795284838194
836,ONE_INTERGENIC_576,ONE_INTERGENICO_CTL,-0.2349171821055745,0.1843089148745175,0.3230797179573528,-1.3103771312772907
837,NO_SITE_922,ONE_INTERGENICO_CTL,-0.2365269472242677,-0.3874938649983287,0.7421433841800764,-0.4582380405092265
838,ONE_INTERGENIC_880,ONE_INTERGENICO_CTL,1.2448151823508713,0.0278452514265397,0.6847877667805959,-0.4251913452670608
839,ONE_INTERGENIC_726,ONE_INTERGENICO_CTL,-0.160455131746877,-0.1112752099988353,-0.6188966627230096,-0.7998198201937117
840,ONE_INTERGENIC_154,ONE_INTERGENICO_CTL,-1.841115790921654,0.0396770676419056,-1.2372568098985677,0.5109563625248841
841,NO_SITE_233,ONE_INTERGENICO_CTL,-1.0817451468974275,-1.9176074718683764,-0.3385752924435369,-0.4455274681147996
842,ONE_INTERGENIC_471,ONE_INTERGENICO_CTL,-0.3521745617349636,0.1807463704340478,-0.4410708124414004,-0.3302168207440498
843,ONE_INTERGENIC_445,ONE_INTERGENICO_CTL,0.0843410343177074,-2.0613883144926564,-1.0352211873694517,0.1367300454318357
844,ONE_INTERGENIC_47,ONE_INTERGENICO_CTL,-0.6863328347348531,0.7190992836677759,-0.2144137068485855,0.0565015891862672
845,NO_SITE_134,ONE_INTERGENICO_CTL,-1.231040741197059,0.3300245341035623,-0.8377298247203971,-0.2560298881936908
846,NO_SITE_84,ONE_INTERGENICO_CTL,-0.9052193669954038,-0.0804750513179826,-1.891966972041684,-1.5418887513251882
847,NO_SITE_158,ONE_INTERGENICO_CTL,-0.3298600528860199,-1.1524368729188417,0.3612515976600429,-0.1204947771185149
848,ONE_INTERGENIC_827,ONE_INTERGENICO_CTL,0.101155623057947,0.2545988787340337,-0.0119988113495148,0.3238116842509714
849,ONE_INTERGENIC_605,ONE_INTERGENICO_CTL,-0.4555976861767237,0.1023394166045599,-0.7534824687768505,1.01688207768465
850,ONE_INTERGENIC_792,ONE_INTERGENICO_CTL,-0.2452348766385788,0.5364500311693557,0.075980827248763,-0.2666559915892638
851,ONE_INTERGENIC_291,ONE_INTERGENICO_CTL,-1.1360331346274493,-0.5651980902519849,-1.083979599127428,-1.4824622121082855
852,ONE_INTERGENIC_961,ONE_INTERGENICO_CTL,-0.8383926324721502,-1.924602727669857,-0.2104709672656644,-0.7854295450730631
853,NO_SITE_195,ONE_INTERGENICO_CTL,0.433269907072058,0.2282675561358785,0.068425971397273,-0.6630233373713217
854,NO_SITE_799,ONE_INTERGENICO_CTL,-0.9857985923859672,2.4911245386114134,-1.734956956155213,-0.4574718830428427
855,ONE_INTERGENIC_631,ONE_INTERGENICO_CTL,0.2932194728340868,-0.8971544643708701,0.6075131630111886,1.2645985110599132
856,ONE_INTERGENIC_419,ONE_INTERGENICO_CTL,-1.1588962030053875,0.8597071933188931,1.0515123475033368,0.6438648643413402
857,NO_SITE_249,ONE_INTERGENICO_CTL,0.8170653958452792,1.7262831954093736,0.5554255665012178,0.498936692687111
858,ONE_INTERGENIC_662,ONE_INTERGENICO_CTL,-1.532135208350841,0.0791396995774967,0.7716842003458367,-0.7812881050346022
859,NO_SITE_362,ONE_INTERGENICO_CTL,0.7929087571785306,0.400522156156931,0.1088765615990799,0.2724980927197307
860,NO_SITE_414,ONE_INTERGENICO_CTL,-0.1604103109646864,0.127958891863035,0.7537936788610962,0.5049399047730874
861,ONE_INTERGENIC_174,ONE_INTERGENICO_CTL,1.5949476385306975,-0.7726641816815033,-1.2651923720496858,0.5739372509993015
862,ONE_INTERGENIC_75,ONE_INTERGENICO_CTL,0.1992742679674106,0.8432717484968014,-0.988268618285088,0.8739908981598197
863,NO_SITE_424,ONE_INTERGENICO_CTL,-0.7128610494823832,-0.1776611452882117,-0.0329851479855723,-0.8128113595450107
864,NO_SITE_953,ONE_INTERGENICO_CTL,-0.9670469161402422,-0.1665724425544829,-1.845672602244793,-1.3978515410963293
865,ONE_INTERGENIC_495,ONE_INTERGENICO_CTL,-0.3966135695956297,0.8720709935769306,0.2590838826057785,1.9894778623168088
